gene_symbol,read_count_CGctx1,read_count_CGctx2,read_count_CGctx3,read_count_CGhp1,read_count_CGhp2,read_count_CGhp3,read_count_PGctx1,read_count_PGctx2,read_count_PGctx3,read_count_PGhp1,read_count_PGhp2,read_count_PGhp3
Tmem125,0,1,0,1,0,0,0,0,0,0,0,0
Wdr63,0,0,0,1,0,0,0,1,4,0,2,1
Ptch2,13,14,21,13,4,8,6,10,7.9,6,17.96,15.39
N4bp2l1,94,100,60.91,63.03,67.46,81.81,107.99,105.99,119.96,87.99,77,91.99
Ufsp2,796.51,786.01,746.77,703.87,732.96,713.96,804.99,784.98,814.68,751.98,735.74,787.86
Rab8b,4053.5,3992.93,3538.76,3987.67,3998.21,4096.06,3798.34,3560.53,3636.74,3838.58,3532.54,3547.4
Cdc42,12652.39,12567.83,10855.52,12087.55,12996.45,12338.04,12236.6,12469.34,12135.35,12574.36,11476.63,11760.12
Pclo,737.47,813.9,759.79,787.6,744.18,860.24,798.04,800,928.22,848.3,850.97,789.6
Mex3d,497.89,507.54,567.2,480.93,488.99,472.99,514.64,499.84,480.9,467,491.98,518.92
Itgax,29.99,28.81,37.98,22.73,24,15.9,26,32,22.98,7,7,6
Hsh2d,0,1,0,2,0,1,0,1,1,1,0,0
1700010D01Rik,0,0,0,0,1,0,0,0,0,0,0,0
Brf1,1155.75,1203.57,1333.33,1237.2,1260.75,1224.18,1225.13,1191.19,1174.15,1231.48,1297.55,1193.57
Elmod2,1118.77,1048.59,834.02,1085.14,1051.47,1011.9,1170.9,1140.69,1161.54,1076.67,1022.45,987.93
Csf2rb,57.26,57.37,60.52,41,55.36,39.36,53.55,48.6,54.04,38.57,25.66,19.05
Pyroxd2,27,30,29,27.99,38,34,40.99,33.65,51,34.99,39.99,23.96
Cd248,39.9,42,61,55,52.98,48,39.99,44,55.03,56,57.77,53.51
Adcy1,962.41,894.98,842.83,852.88,893.97,887.48,752.79,761.88,778.1,948.9,883.17,951.89
Brd4,3110.44,3196.1,3397.06,3181.27,3261.44,3231.69,3032.23,3212.89,3047.28,3044.27,3270.44,3096.8
Ankrd27,686.5,701.93,713.49,684.15,650.8,687.93,672.76,688.46,695.99,691.53,662.98,682.3
Lcmt2,314.08,311.94,346.38,372.23,375.73,388.55,343.55,397.32,358.43,349.19,349.32,338.41
Abcd4,265.31,289.79,319.61,315.36,268,261.4,299.85,312.92,357.71,284.89,321.88,289.35
Flt3,9.99,5,3,12.39,12,12.28,5.99,2,4.7,8,8.73,11.96
Hsp90aa1,25042.45,24992.86,22791.77,23215.54,23974.61,23544.17,22134.04,22573.25,22320.93,23864.6,22330.93,23006.64
Tacr1,7.46,6.52,7.04,4.87,6.78,3.15,8.06,4.66,4.19,1.13,5.35,0
Cnot11,992.85,984.49,971.97,990.47,1008.41,1026.95,952.78,1016.21,1068.01,965.33,918.36,1005.1
Asic2,44.24,58.76,57.27,85.55,85.76,96.97,53.26,63.16,48.42,77.05,86.92,92.21
Tdrd6,14,9,16.12,19,16.97,13,12,18,15.93,19.97,33.01,21.99
Mettl21e,0,1.04,2.15,2.09,1.75,0,1.12,0,3.02,1.48,3.69,1.04
Ifit2,369.45,366.68,310.46,349.72,368.95,363.7,313.45,323.79,356.9,400.29,326.55,332.44
Fam171a2,867.42,856.72,930.99,815.36,839.68,812.84,932.47,824.14,826.23,819.54,976.18,961.96
Mok,128.05,109.11,120.54,117.46,122.6,98.65,156.07,148.15,124.1,83.81,103.38,89.35
Epx,2,1,0,0,0.95,0,0,0,0,0,0,2
2700062C07Rik,221.27,255,241.99,228,225.97,228.14,241.96,263.95,218.95,281.98,252.07,244.92
Gm35751,1.18,6.47,13.37,0,5,5.22,3.26,3.3,5.95,1.54,3.59,4.65
St8sia6,71.97,61.28,35.83,49.68,52.94,62.93,40.99,44.88,39.26,50.61,50.97,63.92
Thada,584.46,643.77,624.31,639.27,664.75,662.25,615.18,576.68,597.41,621.28,681.98,633.52
Tsc22d4,1815.4,1743.64,2009.87,1982.99,1906.3,1903.19,1986.96,1930.33,1910.59,1883.02,2036.21,2094.75
Klhl34,28.9,35.26,26,27,30.97,31.97,30,20.94,23.98,28,28,27.99
Trpv4,17,24,33,27,34.99,30.88,38,38.91,33.99,36.99,20.95,35
Scfd1,1076.69,1124.32,925.75,1060.35,1149.8,1069.88,1063.93,1109.7,1052.55,1062.58,1003.2,1039.85
Naalad2,8,11,4,4.87,4,4,7.99,8,3,6.95,2,3.96
Esrrb,10,15,16,19,17,19.98,7,13,6,13,19,17
Gm31309,0,0,0,0,0,0,0,2,0,0,0,0
Fam171b,3549.62,3707.44,3174.21,3504.02,3667.3,3797.49,3754.19,3750.88,3894.68,3652.38,3549.82,3662.33
Aurka,2304.7,2269.01,2309.05,2298.48,2440.58,2353.62,2274.29,2183.61,2333.16,2234.44,2357.38,2382.81
Cgnl1,133.89,108.09,137.97,111.58,108,86.99,125.98,120.1,112.88,127.95,131.97,108.95
Zfp275,1308.15,1286.93,1240.03,1238.89,1277.5,1344.78,1198.97,1177.86,1221.51,1230.75,1227.44,1316.09
Kat6b,1255.43,1182.33,1213.37,1145.47,1186.6,1191.84,1367.63,1447.55,1396.65,1274.85,1255.63,1141.99
Krt19,0,0,0,0,0,0,0,0,0,0,1,0
Mib1,4750.67,4808.22,3911.5,4652.94,4524.03,4757.83,4678.06,4575.06,4923.73,4602.31,4114.03,4209.94
Tceal6,135.96,139.06,188.95,179.42,128.5,150.46,142.92,152.73,124.15,187.33,253.28,208.45
Pbxip1,264.49,243.07,263.12,269.48,282,251.5,247.51,221.17,228.55,263.99,268.82,250.82
Scrg1,3560.15,3515.33,3779.73,3433.39,3333.08,3369.96,4116.51,4206.26,4300.04,3709.17,3620.8,3727.36
Wnk1,6706.06,6729.23,6892.98,6802.05,7003.43,7072.71,6767.15,6547.17,7029.84,6671.43,6517.34,6510.34
Atp2c2,2,0,0,0,0,0,2,0,1,0,0,0
Hipk3,1204.1,1290.93,1193.41,1390.99,1515.83,1551.68,1655.02,1616.77,1738.88,1765.93,1634.08,1651.52
Hcfc1,7224.45,7407.97,8239.14,7433.97,7837.44,7514.67,7192.88,7203.66,7202.71,7392.41,7687.37,7668.36
Ifi214,0,0,0,0,0,0,0,0,0,1.01,2.12,0.8
St6galnac1,0,0,0,1,0.15,0,0,0,0,0,0,0
Ier2,648.02,605.72,620.98,808.75,705.13,774.22,1133.39,1132.16,1125.73,568.97,661.06,647.94
Ist1,2404.21,2246.66,2417,2288.63,2385.19,2391.35,2625.28,2417.83,2607.54,2267.92,2455.14,2413.89
Mamdc4,79.96,88.96,86.01,67.87,50.53,81.62,89.39,114.99,102.97,89.03,84.05,73.98
Yap1,95.94,89.99,99,78.96,94,84.99,50.9,74.99,55.99,65.96,79,72.99
Raly,3933.48,3874.57,4474,3874.67,3822.15,3748.66,3726.57,3694.31,3737.47,3823.59,4086.7,3972.74
Zfp616,0.05,0,0,0,0,0,0,0,1.03,0.85,0,0
Bard1,616.54,635.19,592.93,642.76,645.99,680.9,549.01,558.12,504.2,668.38,662.01,717.3
Pnlip,317.92,289,323.89,573.95,580.87,539.99,327,303.99,329.86,463.97,469.77,502.05
Ccnb1,7649.47,7600.45,7409.03,8025.79,8217.04,7912.67,7240.33,7381.37,7440.35,7769.84,7347.96,7509.17
Cyp3a13,95.72,138.4,109.75,104.35,137.48,113.62,110.42,139.26,161.26,115.18,103.48,96.45
Asic4,51.86,38,51.06,82.64,89.7,88.44,56.87,62.43,83.01,98.93,92.95,76.56
Hdgfl1,0,0,1,0,0,0,0,0,0,1,0,0
Gm12250,11.89,10.53,6,9.01,16.99,8,3,5,10,5.99,5,5
Asap1,2047.84,2073.28,2021.23,1985.11,1960.92,1995.48,2099.78,2064.88,2022.13,1945.75,1941.49,2029.64
Atp11c,1106.61,1054.9,941.92,1111.71,1092.85,1132.52,1052.91,1197.9,1077.14,1043.61,920.83,978.92
Crtc3,674.37,649.05,672.52,631.27,633.73,673.92,659.07,650.13,614.1,645.53,732.42,680.24
Obsl1,851.19,871.45,943.43,961.1,949.91,919.61,797.83,771.61,829.94,912.05,1037.5,973.88
Rab5a,2363.04,2377.42,1894.04,2340.66,2331.65,2398.13,2365.01,2288.66,2421.85,2287.54,2025.41,2105.14
Ash1l,2392.28,2445.54,2405.58,2420.45,2548.07,2584.99,2561.86,2583.1,2668.28,2519.27,2563.04,2443.29
Gabrg3,79.99,97.97,96.8,42.01,48.37,59.96,69.87,64.68,73.6,37,36.01,33.89
Serpina3a,0,0,0,0,0,0,1,0,0,0,0,0
H4c2,3,0,1.27,1.74,2.89,1.32,7.71,1.31,1.51,3.34,7.65,1.66
Kcns2,1,0,3,1,1,1.97,3,0,0,0,1,0
Unc5c,2714.37,2785.58,2256.19,2803.59,2921.37,2704.08,2841.54,2716.07,2783.76,2766.79,2559.17,2549.92
4930524J08Rik,24.72,14.78,20,22.6,12,18,17.22,21.23,11,15,21.32,18.3
Sucnr1,1,0,1,1,0,1,3,0,0,0,0,2
Pnpla3,129.57,101.48,129.07,131.02,119.89,124.65,124.76,127.93,145.14,131.24,122.22,127.02
Socs1,8,7,5,8,9,7,5,8,4,10,11,12
Gm40447,0,0,1,0,1.01,2.01,0,0,2.01,1.01,0,1
Ppm1g,4418.69,4266.45,4753.37,4545.12,4577.78,4516.93,3669.87,3884.68,3765.71,4395.39,4635.87,4694.8
Dhx9,10379.73,10501.13,9842.19,10487.1,10637.05,10614.53,9986.44,9811.24,10028.61,10352.78,10236.39,10271.13
Gm46567,2,2,1,2,2,2,0,2,5,4,2,2
Glcci1,1335.23,1495.09,1318.39,1417.5,1389.29,1462.55,1499.11,1490.01,1518.09,1414.27,1328.43,1385.18
Zbtb44,618.73,656.48,495.3,605.64,602.95,614.5,649.97,625.67,628.14,568.05,558.51,531.16
Tmem30b,0,0,0,1,1,0,0,0,1,1,0,0
Prpf4b,5408.15,5529.08,4836.78,5240.43,5086.46,5519.03,5048.15,5317.31,5480.35,5352.52,5117.39,4830.17
Myo6,1914.91,1942.84,1776,1740.57,1627.37,1699.12,2206.64,2325.59,2291.72,1804.39,1782.82,1656.87
Sqle,7381.52,7472.61,6820.21,7522.65,7825.91,7482.1,6491.01,6545.55,6376.22,7642.03,7941.12,7892.48
4931406C07Rik,352.99,349.94,302.84,274.04,317.61,290.96,350.89,350.7,366.63,307.86,293.26,314.94
Fmnl1,84.99,82.14,64.1,60.51,59,52.97,53,58.27,47.08,60,62,43.89
Rlf,1072.59,1084.32,1022.75,1081.06,975.82,958.08,1100.73,1101.91,1093.69,914.05,1004.67,1028.27
Gcnt2,19.22,16,8.28,11.08,8.97,13.23,15.99,21.9,17.26,11.04,17.98,7.14
Ldb1,2127.94,2108.13,2410.43,2046.42,2016.17,2008.96,2319.84,2277.2,2250.56,1953.03,2178.05,2155.43
Dok6,894.08,919.73,732.87,912.35,853.21,899.22,919.44,921.26,1018.03,879.15,843.82,787.46
Dagla,423.99,443.81,491.92,425.23,459.43,469.99,465.41,466.76,390.64,466.93,446.52,427.8
Snrnp25,492.06,524.97,587.07,513.99,500.99,530.87,490.99,502.67,518.83,483,535,531.05
Slit1,93.96,103.07,111,74.73,73.72,88,99.99,86,97.98,81.99,91.66,85
Robo2,134.23,121.92,88.38,74.32,78.8,63.59,76.16,66.39,88.21,85.04,81.19,75.8
Med31,237.01,210.97,193.91,236.37,206.9,232.23,234.86,267.58,228.86,210.06,205.34,180.21
Atp8b5,4,3,3,4,2,4.91,3,7,6,4,7,4.99
Zdhhc18,900.61,866.04,968.07,860.14,894.19,916,791.7,782.12,808.18,860.99,872.89,956.85
Reep1,2124.66,2282.66,2112.1,2324.63,2317.85,2244.39,2387.77,2389.16,2408.83,2417.76,2479.89,2448.76
Klhl6,50,29,28,32.99,13,19,16.99,30.99,25,12,7,2
Epn1,2858.25,2933.32,3298.82,2974.5,2988.36,2973.53,3068.17,2921.41,2919.21,2906.07,3006.07,3167.51
Manea,859.26,843.49,650.63,899.53,787.95,876.5,954.52,953.41,972.49,865.55,749.31,733.07
Cfap97d2,3,1,2.97,3,4,5.02,5,3.99,1,1,3.98,0
Crat,653.88,623.99,649.02,617.03,686.98,715.93,604.72,710.77,632.15,645.11,681.16,736.05
Acd,935.58,892.66,1052.22,908.73,886.27,925.2,943.87,895.41,886.9,880.23,998.07,927.17
C130073F10Rik,0,1,0,0,0,0,0,0,1,0,0,1
Sirt7,528.97,512.48,598.95,576.78,506.94,516.37,537.99,548.02,564.6,495.96,602.1,576
Slc35f6,606.15,566,636.29,627.37,675.95,663.24,615.73,594.09,637.84,616.96,685.66,631.89
Lpxn,42,54,30,20.6,33,24.87,35.91,29,25,7,8,17
Fes,37,38,24,25,11,18,26,27,22.97,11,12,9
Htr2c,0,0,1,4,9,2,0,0,0,6.77,4.99,2
Dlg3,762.76,720.51,771.16,594.77,673.81,668.72,885.81,903.97,907.95,705.99,761.13,675.73
Themis3,0,1.26,0.16,0.63,0,1.23,0,0,0,0,0,0.61
Akr1b8,8.29,12.6,13.92,13.34,10.58,14.56,2.08,5.25,18.63,2.1,9.39,5.26
Slc9a6,980.2,1044.84,979.44,1067.88,1096.84,1106.21,988.98,1030.88,973.85,1071.83,1071.94,1040.96
Glyatl3,28.12,25.97,22.54,35.36,33.11,29.17,28.33,38.73,25.07,18.25,22.17,37.08
Gipc2,0,0,0,1,0.99,0,0,0,0,1,1,0
Ets2,705.96,786.69,667.92,687.87,671.31,717.89,659.99,676.98,660.16,737.96,735.5,657.19
Sf3b6,1435.34,1505.77,1389.19,1441.32,1390.39,1404.63,1433.07,1492.14,1391.28,1450.74,1270.39,1385.07
Gm7609,10.3,4.01,4.16,1.71,4.46,6.88,0,0.6,7.6,6.01,2.13,1.23
Gpatch4,729.99,753.9,833.56,722.96,729.91,702.58,646.4,638.11,598.87,742.97,781.65,790.21
Calm2,10235.3,10162.92,10475.66,10567.28,10195.05,10225.57,9649.85,9876.28,9533.06,10318.73,10033.62,10630.31
Smpdl3a,655.9,738.96,687.14,558.43,583.98,564.82,692.63,736.69,655.91,540.53,538.35,551.49
Rnf11,1409.61,1425.79,1238.17,1481.57,1498.63,1447.02,1439.79,1396.97,1365.47,1425.85,1291.6,1422.97
Ldah,1098.21,1159.62,971.83,1167.7,1153.8,1128.93,1082.13,1113.27,1164.18,1135.22,1082.42,1146.29
Zcchc8,1669.2,1587.76,1668.18,1758.18,1700.49,1685.43,1580.42,1707.63,1663.83,1625.81,1710.93,1741.02
Tmem254a,75,72.78,73.05,80.28,85.77,43.56,103.74,83.28,71.07,76.05,72.08,83.25
Cemip,19,31,29,18.99,18,11,16.99,22.97,32,31.47,19.94,17
Dlg5,1103.82,1135.93,1213.44,1010.39,1103.79,1126.21,1161.43,1083.39,1165.14,1131.83,1098.38,1135.21
Garnl3,99.86,90.99,104.99,106.99,96,96.99,115.75,94.98,92.99,108,105,114.9
Ska2,1547.93,1536.11,1308,1464.98,1435.71,1428.89,1377.99,1378.86,1440.54,1471.98,1359.59,1302.01
AB124611,17.98,14,10,15.08,15.09,10,16.01,11,12.01,4,9.88,7
Masp2,3.37,11.1,8.16,11.4,8.69,7.74,7.97,6.71,3.37,11.12,5.51,21.55
Stx19,0,1,0,0,0,0,0,1,0,0,0,0
Prm1,0,0,0,0,0,0,0,0,0,0,1,1
Zbtb8os,632.6,571.26,559.16,585.26,585.65,555.43,618.18,609.96,605.31,572.99,548.13,579.24
Spag5,2591.01,2615.79,2870.71,2734.58,2679.54,2705.33,2396.93,2418.01,2485.87,2596.15,2753.04,2752.47
Ift74,402.91,459.85,431.97,408.58,353.15,381.12,462.22,457.07,455.84,393.16,368.87,344.96
Wwp2,777.27,726.54,759.6,824.98,819.9,795.91,774.1,746.32,734.75,789.71,813.45,819.67
Klhl15,224.22,248.12,173.95,234.8,278.92,245.02,250.27,266.31,286.75,263.3,237.1,221.2
Slitrk3,2124.66,2127.2,2132.46,2238.44,2214.33,2259.94,2529.41,2458.78,2438.37,2266.26,2356.57,2334.5
Tmem116,3,5,10,12,6,6,5,11,5,11,10,11
P3h3,306.75,267.85,302.63,261.61,231.96,263.62,310.02,315.6,317.45,260.89,296.04,285.92
Xrra1,6,1,7,7.98,6,4,8.35,6,1,3,7,5
Tubb2b,28129.18,27019.43,32569.64,26925.92,26250.7,25927.59,28281.05,26706.04,26991.46,26571.22,28635.48,28016.91
Cyb5r4,2134.17,2095.91,1906.83,2118.06,1949.94,1938.46,2032.94,2087.23,2059.7,1982.14,1983.13,1994.71
Pus7l,573.03,594.4,575.11,563.11,602.83,566.6,507.79,505.35,491.9,551.85,551.5,629.99
Rhof,461.97,455.91,566.42,502.74,458.97,430.6,594.12,590.26,647.27,502.9,572.24,489.85
Wdr26,5579.27,5751.5,5344.43,5699.58,5663.27,5887.14,6012.01,5990.96,6107.12,5667.58,5197.8,5181.1
Zfp981,1.79,2.88,1.63,3.4,1.88,1.33,1.17,1.37,0,0,3.92,1.36
Ndufa7,1022.02,1047.9,1169.54,1015.51,873.02,913.93,1134.85,1058.99,1063.59,991.83,993.98,1019.76
Zkscan14,59.97,79.9,66,73.96,70,74.96,79,113.87,91.98,69,75,61.16
Prokr2,13,14,6.98,2,0,2.99,6,6.98,5,1,1,1
BC048403,155.86,177.27,150.5,148.63,156.47,178.29,162.61,153.26,129.24,181.78,170.12,163.72
Txlnb,0,3.16,0,0,1.09,0,1,2.03,0,0,0,2.01
Slx4ip,472.73,492.92,369.33,399.83,431.65,397.56,541.17,515.78,449.1,415.14,431.23,425.03
Oprl1,110,120.4,140.99,124.99,136.98,113,134.99,100.99,127,179.58,165,169.38
Bex2,3619.05,3607.71,4181.49,3081.91,2776.63,2892.14,3439.57,3423.69,3392.58,3269.46,3119.52,3417.46
Glmp,1108.41,1007.73,1250.81,1095.98,1053,1060.08,1166.99,1093.04,1011.53,1121.97,1215.93,1131.94
Atp6ap2,2568.51,2488.03,2348.28,2642.54,2684.11,2634.64,2352.25,2243.72,2339.77,2553.93,2506.19,2549.02
Ado,2187.14,2270.44,2017.33,2196.34,2268.41,2214.61,1983.44,1927.83,1968.39,2371.28,2189.84,2175.48
Pcdhga10,201.04,144.02,228.59,245.73,221.19,215.52,171.21,146.79,141.79,240.58,212.58,226.27
Vmn2r46,8.41,4.18,0,4.9,2.49,4.16,2.51,0,2.27,0.58,0,0
Rhpn2,10.87,15.01,16.23,13.06,10.76,13.01,16.84,16.01,17.08,18.35,17.06,18.7
Phf13,486.95,480.99,486.51,419.55,425.61,369.99,365.52,418.94,357.97,410.99,475.56,461.14
Dbp,75.83,94.4,82.68,94.02,81.8,82.53,113.44,102.62,96.74,72.61,98.18,101.45
Colgalt2,40,41,32.99,66,59,58,37.93,43.98,41.67,57.99,53,57.99
LOC100862446,193.34,152.22,149.02,149.54,128.48,190.88,217.83,235.73,217.1,175.51,164.43,151.49
Dnttip2,1582.59,1588.9,1487.2,1445.39,1570.65,1402.15,1416.16,1472.12,1427.68,1563.07,1480.15,1489.9
Slc25a16,629.91,646.02,545.64,645.62,696.6,635.23,586.45,599.68,595.97,646.94,634.97,584.9
Wdr35,1026.07,1065.84,987.89,1002.94,1030.82,1044.96,1103.81,1094.29,1126.34,1059.8,1063.96,970.01
Insyn2b,194.99,205.04,208,236.95,203.18,212.53,178.25,173.87,198.62,206.92,233.99,197.27
Fbxw23,0.99,2.19,0,0,1,0,1,2,0,1.98,0.96,4
Akap9,1960.62,1908.56,1862.24,2067,1961.74,2046.02,2020.1,1950.09,2124.27,1900.56,1972.36,1920.65
Tmem97,1666.05,1698.7,1690.79,1760.06,1764.08,1755.78,1534.01,1461.44,1437.39,1769.94,1795.78,1850.65
Pfdn6,740.45,747.85,776.96,818.09,774.47,758.8,780.18,737.47,750.88,861.41,850.82,847.5
Itgb3,78.03,63.96,83.98,61.78,54.77,66.08,85.95,80.09,78,65.01,60,52.88
Diaph2,477.88,494.69,413.81,494.33,495.93,484.49,450.45,431.4,421.66,485.94,472.11,446.51
Bmyc,273,281.99,348,287.96,283,271,278.13,269,287,275.95,334.6,301.99
LOC115490135,940.98,976.03,1005.84,1060.66,1034.13,1069.64,959.48,961.15,1010.92,1065.88,1163.97,1197.69
Sergef,366.28,397.11,415.44,386.98,378.48,357.49,394.36,382.04,419.37,401.44,419.9,411.93
Adamtsl3,180.86,210.88,185.93,256.93,260,229.14,186.91,201.96,201.88,270.81,330.97,268.91
Six5,7.18,7,15,5.26,5.19,4,7.12,6.21,4.67,6.19,9,4
Hrc,0,1,0,1,1,0,0,2,1.37,2,1,0
Kif13b,883.09,874.93,949.68,857.8,963.74,914.2,948.2,968.81,972.1,847.33,878.97,870.04
Trank1,30.16,31.03,50.74,75.9,74.99,53,15.01,19,15.82,51,44.05,47.01
Pik3cg,41.54,51.38,43.89,36.99,27,24.99,32.71,27.99,41.99,11,17,12.98
Nab2,2345.66,2218.11,2740.53,2132.61,2102.61,2074.5,1649.26,1634.41,1627.8,2111.07,2281.44,2287.66
Klk8,3,0,1,3,0,3,0,1,2,3,0,2
Mmp21,0,1,1,1,0,0,0,0,0,0,0,0
Ctnnd2,3718.56,3679.47,3764.57,3563.54,3711.25,3577.49,3623.52,3703.81,3629.21,4092.62,4140.62,4100.76
Slc27a4,1340.24,1378.97,1528.97,1415.35,1384.94,1436.7,1494.05,1417.4,1410.71,1439.88,1578.46,1553.86
Btn2a2,14.51,9,15,27,20.42,14.99,10.9,12,11,13,20.44,21.11
Mon2,2203.72,2186.12,2275.02,2287.33,2288.23,2322.11,2450.35,2418.5,2427.98,2259.41,2351.72,2211.4
Dars,2977.68,2977.33,2704.4,2872.24,2985.93,2968.8,2822.71,2906.85,2912.78,3106.81,2977.1,2891.32
Dazap2,3618.96,3498.44,3374.14,3414.57,3515.74,3477.93,3714.6,3677.59,3588.84,3510.96,3468.57,3673.91
Iigp1,3.45,2.99,1.37,2.49,3,1.78,1,2.14,3.33,1.53,1.48,0.99
Arhgef1,1177.42,1110.44,1350.82,1253.4,1231.26,1212.93,1330.66,1247.36,1349.7,1200.01,1357.13,1283.74
Osbpl2,1145.98,1118.9,1101.26,1075.14,1138.92,1043.03,1086.97,1135.35,1056.97,1102.5,1150.14,1138.81
Ncoa5,2508.02,2555.16,2560.09,2352.61,2441.9,2330.91,2516.09,2407.83,2398.77,2421.92,2509.96,2585.93
Rnf40,1921.64,1932.31,2060.26,1817.79,1816.39,1822.45,1875.56,1926.2,1906.21,1980.63,2034.19,1986.21
Klhl40,4,8,2.14,2,3,4,5,2,5,4,7,2
Nbea,2217.15,2301.81,2223.95,2257.8,2185.86,2306.27,2314.48,2198.36,2248,2258.06,2225.32,2263.3
H2ac1,0,0,0,1.06,1.08,0,4.17,1.52,0,2.07,1.03,2.64
Rab1a,7617.1,7739.64,7152.3,7233.2,7454.07,7563.51,7196.94,7383.09,7203.58,7250.32,7238.49,7341.22
Kbtbd8,906.55,937.98,754.05,765.64,791.73,824.85,940.64,1010.45,1015.76,807.82,739.35,755.83
Pramef12,0,0,0,0,0,0,0,0,0,1,1,0.99
Ccer2,0,1,1.25,0,0,1.24,0,2.76,1.21,0,0,0
3830406C13Rik,471.16,467.94,395.3,498.84,512.25,473.79,517.64,549.9,533.52,585.33,541.7,521.6
Trpc3,50.88,61,43.57,48.96,54.94,58.54,38.99,30.04,49.93,53.62,41.99,55.91
Zfp46,734.71,688.64,634.24,592.84,611.09,636.81,861.94,806.04,705.57,683.09,639.71,673.73
6030498E09Rik,4,2,2,5,3,6,1,0,0,0,5,0
Foxf2,1,0,1,0,0,0,2,2,1,1,0,0
Tmem35b,37,41,40,41,48,45.87,63,56.99,55,43.02,50.97,41
Lmnb2,1904.23,1940.05,2082.34,1888.88,1923.73,1811.38,1751.75,1727.61,1630.33,1794.51,1937.11,1905.84
Wdr41,974.6,1004.92,920.88,1009.73,994.38,947.94,1015.14,976.97,1024.66,1103.28,1102.87,1018.89
Hlf,970.68,1014.19,851.28,1027.08,1030.66,1003.04,855.84,874.52,894.93,950.85,944.55,943.85
Eri1,2678.46,2662.81,2276.41,2591.57,2735.35,2793.35,2264.11,2364.4,2350.1,2650.41,2373.81,2461.47
Olfr1344,1,0,0,0,0,1,0,0,1,0,0,1
Nqo2,403.9,364.97,350.97,415.83,405.29,429.67,362.74,397.9,400.42,406.43,427.24,432.47
Map4,9434.25,9519.95,9844.55,8635.7,8916.88,8585.42,8539.34,8650.36,8609.01,8437.96,8967.19,9076.49
Vcan,5834.14,5886.99,5599.72,5312.3,5418.05,5611.76,6618.23,6654.61,6960.95,5642.89,5354.5,5234.95
Mvp,51,61.69,63.07,54,45,40,74.74,60,56,42,37,29.92
Phtf1,1089.98,1112.83,1037,1037.59,1104.94,1008.69,1148.6,1088.33,1121.3,1102.6,1090.98,1089.18
Gm10408,33.85,33.7,42.79,44.14,41.88,20.23,40.69,45.92,39.42,34.97,35.96,40.45
Gpr142,0,0,0,0,0,0,0,0,0,1,0,0
Dnase1l2,53,51.95,63,35.97,23,43,39,50,39.88,29,39,37
Bcl2l14,1,0,0,1,0,0,0,0,0,0,0,0
Zfp648,1,0,2,0,1,0,1,0,7,1,3,2
Pcbp4,4708.87,4684.49,5603.11,4925.98,4957.31,4769.79,5002.45,5067.42,4876.46,4678.09,5350.94,5216.99
Zfp980,0,0,0,0,0,0,0,1.08,0.41,0,0,0
Endou,0,0,0,0,1,0,1,0,0,1,0,0
Lingo1,668.66,668.19,803.1,761.73,790.06,714.83,665.23,630.81,563.99,748.1,811.57,803.95
Slc43a1,130.99,95,104,102,113.94,105.75,72.99,90.99,79.86,117.26,145.99,121.99
Usp11,1270.91,1282.77,1431.86,1174.98,1176.88,1190.48,1514.66,1455.08,1355.59,1197.59,1342.19,1352.6
Gar1,633.74,559.97,638.83,679.48,623.49,634.21,594.41,528.57,528.91,650.44,584.41,574.38
Carmil1,177.1,183.48,185,166.79,155.01,138.93,168.87,170.45,174.8,157.99,164.95,151.25
1700001O22Rik,59.97,60.04,58.95,72.62,71.58,86.24,54.64,45.32,67.3,106.09,117.62,94.78
Ints11,1203.01,1229.37,1328.69,1243.2,1224.22,1199.41,1239.84,1186.08,1196.11,1204.36,1274.03,1308.89
Lmbrd1,1730.64,1704.81,1386.95,1692.43,1722.76,1638,1648.64,1709.61,1751.37,1688.06,1546.02,1542.8
Cd160,12.83,23.99,4,15,11,18.83,8.94,11,15,11.99,11.99,15.54
Nkx6-1,0,0,0,0,1,0,0,0,0,0,0,1
Agpat3,3381.63,3324.97,3340.91,3298.16,3564.21,3226.16,3294.13,3420.09,3274.01,3366.63,3579.59,3507.78
Gm3012,25.37,9.07,0,12.13,0,0,0,0,0,0,0,0
Tsga10ip,0,1,2,0,0,1,0,0,0,0,0,0
Plac8,11,8,0,6,0,0,1,2,0,2,3.98,3
Dclre1a,379.96,401.99,345.96,356.71,398.26,377.91,404.64,401.98,419.8,385.7,381.99,420.98
Awat2,1,3.01,0.88,1,3.99,0.72,0,5.57,1,1.42,2,1
Postn,39.95,32.96,34.98,21.96,17,23,76.99,77.87,84.98,24,19.98,25
Eef1d,3230.58,2974.12,3369.37,3105.97,3055.5,2986.94,3065.9,3076.67,2851.52,2964.1,3211.18,3204.46
Ifi30,89,109.32,89,96.95,75.97,64,90,80,80,74,66.99,57
Strbp,1884.37,1874.74,1667.45,1784.92,1775.24,1789.26,1854.61,1868.77,1887.16,1836.8,1772.8,1775.62
Isoc2a,302.79,291,297.15,257.98,276,278.99,307,290.99,295.02,296.98,333.94,348.99
Ppme1,1835.62,1766.91,1931.86,1692.63,1725.43,1737.46,1731.16,1772.79,1642.24,1738.26,1859.37,1883.71
Rbbp7,6001.72,6097,5879.15,6417.03,6211.75,6316.99,5606.01,5446.46,5582.59,6111.23,6280.12,6333.58
