gene_symbol,read_count_CGctx1,read_count_CGctx2,read_count_CGctx3,read_count_CGhp1,read_count_CGhp2,read_count_CGhp3,read_count_PGctx1,read_count_PGctx2,read_count_PGctx3,read_count_PGhp1,read_count_PGhp2,read_count_PGhp3
Map3k11,897.93,972.91,1144.9,939.28,909.76,961.48,957.38,912.88,909.11,987.14,1048.62,1029.77
Cry1,654.48,661.88,589.51,641.49,631.37,582.82,545.01,591.02,589.92,661.46,620.98,641.09
Lnx1,3691.02,3596.42,3810.51,3318.61,3282.88,3235.06,3791.09,3740.69,3792.65,3166.75,3039.06,3223.79
Mastl,784.31,867.07,670.25,831.94,825.92,804.74,701.69,741.66,757.89,763.7,738.96,808.74
Duxf3,0,1,0,0,0,0,0,0,0,0,0,0
Rabggtb,1402.16,1417.64,1446.55,1384.58,1393.6,1352.36,1177.49,1251.93,1230.72,1319.13,1316.74,1296.58
Zfp85,143.48,167.96,133.93,159.93,149.07,133.16,169.23,162.21,151.99,160.93,115.72,143.52
Xlr4a,1.16,2.99,0,0,0,0,7.1,7.35,3.13,0,0,0
Taok2,2262.81,2190,2556.55,2137.1,2173.38,2253.99,2321.02,2313.03,2296.49,2316.15,2429.78,2363.28
Ddt,237.93,237,224.78,228.99,191.99,206.98,239.28,265.95,240.99,214.04,230.99,240.69
Pkd1l2,0,1,0,0,0,0,0,0,1,0,0,0
Hist1h2bp,0,2.44,0,6.49,2.1,9.67,4.45,5.44,0,10.91,4.29,0
Aasdh,303.75,295.9,326.2,290.07,277.98,340.59,352.25,348.1,408.95,353.23,346.99,357.81
Rab25,1,0,0.99,2,6,0,1,1,0,2,2,2
Enho,264,284,304.94,287.07,275,224.75,306.99,284.56,300.73,313.75,344,313
Hal,1,0,2,2,2,1,0,0,0,1,0,2
Fgf20,0,0,0,0,0,0,1.99,0,0,0,0,1
Nup88,2358.2,2408.41,2430.49,2379.73,2516.69,2420.54,2367.63,2344.34,2362.7,2395.83,2329.35,2527.71
Rps23,8581.18,8538.03,10119.73,8759.29,7604.39,8487.34,9392.8,9149.87,8965.14,8355.02,8476.43,8136.77
Usp50,0,2,1,1,1,2,0,2.99,1,1,0,0
Zfp995,165.63,163.85,176.83,169.29,179.39,169.74,210.49,211.16,220.55,198.89,173.81,206.65
1700056E22Rik,21.19,16,29,13.92,16.99,18,15,22.12,13,19,19,15
Cd300ld,40.39,39.15,36.85,16.72,28.55,29.4,48.36,53.53,47.76,13.35,5.85,7.36
Pcdha4,26.66,28.4,20.51,32.69,29.11,56.56,21.31,9.01,41.06,45.58,0,33.09
Oaz1,8321.21,7895.67,8671.23,8046.96,7985.85,8063.56,8062.33,8260.17,7712.36,7939.2,8627.39,8662.21
Fbxw9,229.99,241.76,268.92,216.18,207.97,201.68,246.03,243.07,240,195.97,212,254.42
LOC108168647,0,0,0,0.07,0,0,0,0,0,0,0,0
Gm128,0,2,4,1,1,0,5,1,3.39,3,0,0
Cep83,821.1,778.04,742.84,791.26,773.22,803.53,691.56,767.38,781.52,823.49,778.3,761.84
Plch2,3,7,9,22,31,17,5,2,4,11,18,20
Hmgcs2,4,3.94,0,1,0,0,3,3,1.01,0,0,1
Ceacam19,0,0,1,0,0,0,0,0,0,0,0,0
Plppr5,2761.95,2858.4,2370.73,2700.51,2694.08,2711.17,2877.6,2856.61,2888.29,2623.02,2419.76,2470.04
Plpp1,182.16,176.53,191.57,185.98,180.93,197.77,198.9,170.49,166.73,210.32,203.8,203.82
H2-Oa,4,1,0,0,1,0,1,1,0,1,2,0
Rps5,10695.95,10572.13,12839.75,10354.42,10007.07,10078.89,11009.8,11032,10470.75,10338.38,10907.82,10976.07
Rbms3,276.39,286.18,238.6,233.15,237.92,268.32,266.02,255.1,278.52,266.78,251.93,266.66
Trp53tg5,23.57,19.01,17.89,10.6,17.76,18.28,12.36,19.95,29.82,24.91,21.31,23.29
Rhou,260.99,296.74,245.86,278.51,256.99,293.04,264.34,273.74,295.14,278.6,262.85,254.94
Dlgap5,2006.02,2006.65,1983.68,2084.19,2094.07,2073.02,1944.52,1851.85,1888.68,2036.41,1981.15,2063.05
Sapcd1,23.18,19.24,15.77,10.91,11.41,15.56,20.53,26.98,18.12,17.64,19.45,18.23
Ciao2a,1387.42,1447.93,1367.34,1336.39,1356.07,1395.08,1441.14,1463.25,1384.21,1350.3,1448.73,1403.11
Il17rd,133.48,159.78,147.06,115.53,141.32,147.95,160.67,178.07,186.08,133.41,174.25,126.74
Vapb,2625.57,2575.62,2566.97,2472.52,2590.68,2587.42,2556.13,2556.56,2570.08,2652.9,2458.44,2492.37
L2hgdh,524.92,561.49,517.08,536.99,575.95,538.14,540.98,505.94,504.67,604.74,539.76,560.04
Asphd2,783.75,777.47,764.02,780.64,812.68,736.37,731.77,704.95,661.92,783.43,820.64,820.6
Eepd1,125.9,118.15,115.97,98,124.42,101,109,105.48,102.97,78.92,100.96,90.98
Epyc,0,0,0,0,0,0,1,0,0,0,1,0
Fgf10,8.17,9.16,3.14,4.2,5.33,3.04,1.01,2.05,6.57,4.23,3.31,4.14
Cdc73,1395.08,1494.53,1191.27,1511.13,1517.66,1621.57,1458.48,1494.09,1507.67,1429.65,1326.92,1272.96
Exo1,1265.24,1285.73,1285.01,1302.01,1381.87,1314.8,1111.93,1041.55,1031.17,1341.44,1320.73,1322.77
Pigh,344.91,359.45,257.36,265.91,288.72,279.88,325.41,344.82,345.55,307.25,267.22,341.95
Abcb1a,1.9,5.35,2.15,2.93,2.53,2.4,4.2,6.59,0.78,5.18,2.4,2.55
Casq1,13,6,13.99,10,5,13,8.84,11,14,4,5,6
Gm5460,0,1.02,0.98,0,0,3.95,0,1.28,0,2.13,0,0
Zmym1,651.49,775.11,658.94,617.27,638.5,586.6,650.51,641.93,664.4,670.99,658.04,686.3
Kbtbd13,5,1,1,0,3,0,1.98,2,0,1,1,4
Prkn,42.48,63.35,58,51.41,37.22,50.77,64.28,48.25,59.36,40.91,58.94,65.11
B4galnt3,3.88,2.15,5,10.01,7.04,3.18,3.99,2,2,2.18,15,10
Dusp13,0,1,1,0,0,1,0,0,1,0,0,1
Slc25a37,1201.39,1261.62,1256.55,1196.71,1222.98,1264,1115.3,1027.95,1100.22,1264.84,1214.84,1197.26
Dlx1,318.61,291.42,67.97,10,6,7.99,70.74,72,71.63,15.99,17,7
4931406P16Rik,2186.18,2250.51,2189.19,2364.93,2374.35,2359.32,2367.08,2289.9,2282.38,2262.92,2239.29,2159.71
Creld2,659.98,694.3,795.2,594.55,675.91,673.06,570,618.88,584.96,724.79,791.41,698.97
Sspn,137.98,141.08,160.94,161.03,161.53,153.57,152.34,173.99,154.28,201.2,187.69,197.4
Celf3,218.89,231.4,265,207.91,166.69,191.81,253.53,237.75,219.91,235.93,249.88,268.98
Proser1,1202.51,1222.94,1254.37,1208.76,1208.77,1254.11,1248.94,1190.59,1215.34,1136.91,1127.47,1172.2
Zbtb41,1279.01,1299.69,1040.46,1349.08,1295.9,1416.89,1245.7,1303.81,1345.56,1375.88,1230.1,1271.31
Gid8,1948.59,1890.26,1898.68,1782.76,1833.54,1859.28,1847.38,1928.94,1836.52,1845.46,1822.64,1853.56
Tnrc6c,1803.56,1778.78,1941.49,1772.11,1749.2,1893.64,1798.21,1739.88,1849.16,1804.58,1821.28,1766.16
Commd3,1470.91,1459.86,1389.87,1417.42,1313.12,1272.67,1532.91,1604.56,1495.78,1515.89,1468.72,1502.38
Mast2,3149.97,3124,3512.67,3169.13,3216.59,3188.06,2940.39,3047.86,2815.29,3369.08,3381,3386.89
LOC115487414,33.34,46.31,5.46,9.7,17.97,7.04,0,27.99,0,79.44,7.6,5.33
Map6,1116.27,1142.6,1170.93,1081.28,1116.65,1088.33,1101.74,1093.87,1030.63,1163.4,1207.86,1238.8
Lrfn5,16.17,14.16,15.37,26.2,38.47,17.79,12.23,12.18,8.65,22.25,17.12,16.22
Tdrd12,5.1,8.56,6.03,10.27,7.89,11.63,3.29,8.08,7.54,5.59,7.21,8.45
Wars2,239.3,251.18,235.36,239.09,221.35,277.13,290.9,249.53,267.24,246.01,253.44,224.61
Cep162,792.81,797.44,749.24,686.56,761.81,738.76,746.81,759.97,756.75,774,756.37,707.67
Rela,950.07,944.59,1068.72,956.89,1008.13,1036.78,925.88,916.99,953.62,1029.87,1087.2,1119.45
Ccdc93,1116.41,1172.75,1151.92,1167.87,1104.97,1072.91,1259.91,1164.19,1171.2,1034.95,1091.91,1103.37
Kcnmb2,1.28,0,2.63,0.98,2.34,3.85,1,0,0,1.16,0,2.97
Kctd5,1834.78,1909.32,1893.7,1882,1824.7,1848.53,1911.22,1948.35,1897.19,1847.98,1997.85,1982.95
Zfp672,676.21,636.13,663.57,650.46,661.32,659.61,777.13,717.68,730.13,581.89,668.65,661.16
Kctd1,323.91,312.88,316.69,296.17,301.33,273.91,380.17,323.81,313.73,287.24,267.06,287.53
Prim2,1581.84,1693.65,1628.71,1579.8,1564.2,1542.17,1485.1,1467.29,1395.11,1618.98,1623.44,1806.03
Pprc1,1582.83,1490.71,1783.22,1501.48,1660.63,1551.12,1269.85,1232.85,1205.66,1488.71,1587.87,1614.26
Rhox2h,0,0,0.14,0,0,0,0,0,0,0,0,0
Rfpl4b,1,0,0,0,0,0,0,0,0,0,0,0
Ammecr1l,1786.05,1837.86,1697.66,1713.09,1779.93,1759.37,1942.68,1928.55,1909.38,1731.98,1775.93,1713.47
Lsg1,909.97,976.89,874.97,929.97,903.96,889.77,825.05,812.97,854.83,871.7,955.31,952.81
Rpgrip1l,338.22,303.91,280.77,319.78,303.97,331.91,426.78,372.73,426.49,336.9,354.77,302.9
Uros,227.87,260.02,266.69,221.34,241.04,235.99,264.91,261.97,285.34,241.99,258.02,246.97
Havcr2,61.8,86.9,59.99,47.53,54.52,48.14,74.26,77.62,61.95,18.02,17.36,14.05
Igfbp1,0,0,0,1,0,0,0,0,0,0,1,0
2410124H12Rik,1,0,4,1,1,0,1,1,1,0,0,0
Wdr5b,141.83,159.21,167,149.99,147.06,142.25,172.98,180.07,177.98,155,139.97,150.98
Emid1,36,41.99,58.88,74.98,78.01,74,48.67,46,28.98,97.99,113,96
Spcs3,2620.76,2751.57,2279.63,2748.86,2788.8,2777.41,2353.74,2437.29,2403.54,2653.5,2590.41,2599.59
Mfsd2a,953.86,999.44,1066.03,898.27,916.99,836.99,1233.91,1192.91,1176.17,1009.97,1016.28,1058.83
LOC115487094,896.59,950.57,858.09,836.65,893.32,832.54,1406,1402.83,1436.95,1162.05,1123.48,1096.83
Rab18,3379.97,3325.9,2996.47,3428.38,3412.55,3547.24,3511.77,3270.5,3353.15,3358.92,3206.41,3438.66
Ly6g6c,0.87,1,2.69,0.88,0,0,0.93,0,1.01,0,0,1.94
Gm4868,1.07,0,0,1.12,0,0,1.03,1,1.03,2.33,0,0
Sipa1l1,903.45,961.23,993.83,1002.56,1104.07,1049.2,970.63,912.74,840.97,881.96,1024.75,904.47
Gm2023,11.77,13.46,19.74,12.98,17.39,13.24,17.02,13.65,18.38,20.29,13.32,16.25
Gm3591,119.12,87.39,126.96,155.57,91.29,126.93,117.71,129.27,161.16,157.37,91.26,124.34
4930503B20Rik,4.98,3,4,3,6,5,2,2,3.96,5,6.99,3
Gm40378,0,0.03,0,31.37,0,12.26,0,0,0,0,0,0
Tdh,0,1,0,3,1,0,0,0,0,0,0,0
Hsp90b1,20645.62,20736.14,19723.2,19685.05,19748.15,19660.98,19097.87,18971.58,18882.31,20536.32,19717.42,20318.51
Afap1l1,311.06,284,307.97,379.73,378.94,337.97,290.94,286,276.89,356,355.9,417.98
Uty,512.37,534.52,462.42,459.67,403.85,445.01,316.41,337.4,406.25,264.52,294.11,264.14
Aym1,0,0.93,0,0,0,0,0,0,0,0,0,0
Pradc1,374.93,399.01,439.02,386,361.49,430.02,326.89,350.09,321.91,348.98,362.99,391
Dysf,7,4.99,11.99,4,9.55,3,5.87,7,5,2,8,5
Prdm10,754.54,654.39,630.44,639.76,616.33,682.58,708.72,645.62,678.02,653.22,572.08,626.08
Rgs7bp,1104.87,1142.87,901.43,1301.63,1199.4,1252.9,975.74,1027.13,1079.08,1252.11,1034.85,1054.33
Ifi206,1,1.37,0,0.58,0,1.02,0,0,0,1,3.4,1.99
Cacfd1,1565.15,1427.91,1695.45,1420.3,1361.68,1363.74,1400.6,1416.52,1440.94,1367.96,1539.37,1571.74
Tmem255a,1126.17,1107.67,1098.84,1147.95,1199.61,1142.59,1242.29,1219.9,1172.69,1209.24,1217.64,1229.98
LOC115489966,0,2.77,1.71,0,1.17,0,2.7,0,0,0,0,0
Grin2d,19,16,31.99,11.96,12,13,11,14,13,15.99,19.42,18.99
Lrrc14b,136.69,145.41,127.92,104.36,135.69,139.74,135.68,138.07,169.48,107.85,122.99,121.52
Calcr,0,0,0,0,0,0,3,0,4,0,0,1
Itpripl2,87.98,92.98,85.67,80.35,90.74,81.68,94.99,83.7,73.14,46.91,62.13,56.97
Iqank1,2,3.99,1,2,4.43,1.97,2,2,6,3.28,5,2
Gm21104,0,0,0,0.58,0,0,0,0,0,0,0,0
Sugct,2,0,2,2,5,3.87,0,3,2.99,0,1,1
Slk,1696.95,1734.64,1657.41,1762.36,1685.54,1787.35,1737.74,1834.97,1752.47,1768.53,1668.17,1644.81
Retnla,0,0,0,1,0,0,0,0,0,0,0,0
Mid1ip1,2058.47,1888.34,2137.56,1778.68,1758.84,1762.65,1794.87,1767.77,1805.43,1837.19,1996.81,1949.38
Ly6c2,0,2,0,0,0,0,0,0,0,1,0,1
Smarca2,1790.81,1782.68,1764.68,1723.72,1729.57,1783.36,2013.42,1995.76,2074.98,1919.55,1834.56,1870.85
Pcdh17,4243.95,4237.34,3930.32,4425.98,4243.27,4362.52,4505.9,4522.74,4619.27,4241.9,3806.57,3870.45
Ogfr,2811.68,2812.15,2756.02,2693.18,2729.95,2613.84,2740.75,2748.98,2682.05,2798.21,2813.35,2870.32
Kmt5b,1700.52,1568.35,1445.74,1547.05,1576.93,1604.76,1730.75,1725.67,1734.84,1606.37,1530.06,1530.69
Hcfc1r1,281.11,282.12,295.1,259.44,256.18,242.01,270.25,289.78,270.86,271.16,283.58,273.4
Ocm,0.86,1,1,0,0.99,2,2,0.87,1.72,1,1.78,1.92
Bbs4,201.29,222.84,202.53,201.62,215.97,208.98,211,270.94,247.96,234.82,204.78,242.63
Nog,28,20,24,22,21.35,24,34,27.97,17.91,26.96,15,23.96
Fscn1,7848.08,7538.07,8448.48,7430.6,7491.18,7131.92,7811.1,7349.03,7367.58,7323.76,7501.16,7626.08
Nuak2,33.91,41.02,28,24.02,29.02,34.39,23.99,30,26.01,10,26,22.97
Plaat5,0.22,0,0.91,0.57,0,1.35,0.15,0,0,0,0,0
Vmn2r122,0,0,0.99,0,1,2,0,0,0,0,0,0
Runx1,39.97,45,29.96,31.9,15,24.32,41.99,46.88,23.99,10.99,22,14.94
4930447A16Rik,5.81,2.3,9.57,5.1,2.99,6.74,6.18,4.38,12.67,8.71,1.07,5.9
Fjx1,887.74,820.23,797.11,699.17,649.29,704.97,659.48,607.74,593.9,654.92,669.95,763.68
Mecp2,2245.68,2278.02,2122.49,2246.08,2255.85,2222.15,2373.28,2363.62,2538.9,2217.49,2267.95,2131.22
Cfap20,1724.68,1789.28,1811.13,1784.51,1835.04,1769.72,1452.43,1458.76,1514.13,1705.68,1799.94,1806.9
4930452B06Rik,156.78,159.85,163.05,180.78,153.7,159.14,144.4,148.57,155.85,141.91,158,160.87
Twnk,608.93,703.95,651.61,678.49,614.78,653.07,663.51,651.78,625.74,598.85,685.17,694.97
Lepr,4.76,8.19,17.93,5.45,3.7,11.13,9.18,4.13,7.28,5.92,6.81,5.92
Zfp39,227.85,236.77,251.24,237.48,236.66,240.02,266.75,270.51,237.44,222.9,224.54,230.77
Sptssa,1663.3,1710.94,1257.95,1704.46,1530.73,1519.37,1558.66,1581.24,1573.23,1575.71,1431.79,1461
Pax5,0,0,0,0.67,0,0,0,0,1.17,0,0.91,0
Enpp4,352.38,372,314.93,366.56,341.91,326.98,328.93,322.84,302.86,317.91,335.93,374.8
Zswim4,617.92,572.03,650.03,567.29,567.27,564.13,656.96,581.19,616.92,576.9,605.2,646.99
Fam205c,0,2,0,2,1,0,4,0,1,1,4,0
Insc,18,17.97,16,15,21,13,19,10,20,23,24.89,24.99
C2cd6,0,1,0,1,2,0,0,2,0,0,5,1
Jak1,1942.4,1941.06,1915.4,1895.68,1838.96,1880.92,1919.9,1906.25,1916.25,1826.23,1876.13,1887.65
Cluh,1960.2,1972.58,2109.75,2032.76,2001.99,1968.86,1672.48,1794.98,1659.68,1978.44,2082.9,2002.95
Acad8,613.74,573.98,634.91,622.81,579.41,573.79,645.15,616.62,659.96,595.63,615.99,577.63
Alox15,89.04,88.13,100.1,103.02,111.83,105.18,104.91,98.83,129.41,94.21,103.19,84.15
Serpine1,73.99,49,63,19,16,17,105,116.99,86.99,33,39.99,42.27
Gm13305,0,0,0.22,0,0,0,0,0,0,1.38,0.74,0.85
Adamtsl2,1,0,1,0,0,2,0,2,2,1,1,2
Vars,4870.46,4832.65,5664.03,5323.32,5473.31,5272.35,4708.76,4603.66,4629.37,5118.23,5467.29,5302.37
Gm46065,1,0,0,1,2,1,1,0,0,0,1,1
Mcoln3,23,19,14,14.99,12.99,14,27.98,29.97,24.99,8,3,1.98
LOC115486930,1.85,1.91,0,0,1.06,0,2,1,0,0,0,0.41
Usp44,42.15,31.55,32.84,9.96,10.33,6.68,68.54,42.18,51.48,16.53,18.96,27.61
Mrpl48,992.52,1039.99,1043.42,985.89,896.68,1046.08,1070.25,1070.36,1031.55,1106.57,1127.02,1038.78
LOC100862324,0,0,0,0,1.85,4.47,0,0,2.45,6.11,5.68,6.85
Pip4k2b,3577.69,3531.39,3739.25,3639.54,3755.42,3622.79,3212.64,3092.41,3152.54,3648.28,3799.32,3700.1
Rbm17,2188.27,2193.91,2265.93,2221.66,2169.77,2074.7,2180.41,2116.61,2116.09,2147.62,2206.56,2233.13
Zfp189,257.97,272.08,250.67,218.94,210.64,227,279.98,264.97,305.18,218.02,249.96,231
Zpr1,980.96,959.72,975.85,958.73,981.53,951.73,860.81,896.69,908.98,970.61,1030.04,1081.29
Asph,1011.35,1054.26,879.29,985.1,885.93,949.8,899.46,1064.24,930.57,939.17,853.13,839.09
Kank3,105.94,116,125.52,111.71,121.99,99.91,106.98,120.88,109.99,127.75,124.07,135.04
Alx1,2,0,0.99,0,0,0,0,0,0,0,0,0
Dhh,157.74,151.99,159.99,152.99,115.97,115.99,121.45,115.93,98.54,176.96,148.04,172.03
Usp37,1609.5,1687.72,1439.57,1571.19,1538.84,1608.11,1490.78,1498.49,1469.75,1618.26,1540.9,1559.38
Tbc1d5,1114.21,1110.93,1058.28,1151.89,1130.89,1100.04,1154.84,1140.48,1136.86,1114.62,1193.09,1242.4
Dcaf12l2,28.16,29.95,30.01,54.12,72.63,59.78,35.71,22.17,17.98,44.14,47.09,69
Pex5,936.89,966.91,1016.94,903.94,980.02,936.84,1062.02,1023.87,1066.85,944,975.89,1002.66
Ddah1,8496.64,8474.86,8172.72,7484.89,7933.96,7470.65,8734.87,9043.65,8591.25,7987.49,8280.11,8418.08
Orc2,1919.31,1923.38,1744.99,1821.32,1933.88,1933.95,1643.18,1709.9,1714.68,1957.47,1841.91,1929.77
Spon1,6356.17,6373.04,6478.9,6155.09,6278.42,6002.7,6537.59,6819.37,6577.15,6252.7,6512.33,6706.3
C1qtnf1,5.58,5,10,5,0,1,6,5,8,3,4.11,2
Nova1,3818.42,3860.01,3725.69,4107.18,3970.24,4312.97,4274.86,4131.77,4339.91,4224.92,3979.71,3888.66
Cbr4,163,152.98,166.97,149.51,164.99,150.78,174,182.99,168,157,164.98,168
Dusp16,573.23,537.13,491.56,553.99,542.21,553.26,576.84,525.83,569.21,528.63,526.75,521.84
Mpp3,135.96,130,133.97,119.07,108,142.54,136,138.52,153.96,115.98,145.79,154.92
Rab5b,2483.47,2451.81,2435.02,2354.37,2504.4,2347.16,2766.79,2787.92,2672.68,2513.84,2513.24,2570.74
Rpf1,704.9,730.99,627.91,683.97,742.97,680.69,696.7,691.98,709.25,732.79,681.43,693.64
Man2b2,376.92,401.72,451.26,369.77,389.73,353,449.56,403.56,414.56,385.95,431.27,400.46
Taf1d,757.58,738.46,633.46,722.68,738.89,774.49,641.15,724.1,721.4,767,689.12,668.77
Tmem255b,99.9,114.12,111.28,210.33,249.36,194.4,169.27,168.2,159.34,257.37,232.32,261.77
Slc16a12,64.99,47.99,46,71.98,53.04,70.99,59.8,51.07,49.95,61.99,62.98,69.98
Prima1,3,2,4.99,4,4,7,2,1,5,4,5,1
Vill,3,7,3,2,1,0,3,7,4,2,2,1
C2cd4c,28,38,41,50.75,44.89,38,27.98,42.99,35.92,46.9,58.81,63.99
Sgsm2,718.94,707.01,793.78,740.59,661.22,742.55,745.41,709.86,743.63,742.92,807.96,787.8
Prr36,534.89,541.86,697.69,563.95,510.77,524.22,719.82,636.24,668.46,580.73,666.03,585.51
Rad51b,89,80,99,85.99,77,74,105,95.96,65.95,78.86,79.99,82.97
Ssu2,0,0,0,1,0,0,0,0,0,0,0,0
Gm3187,0,2.5,8,3.01,4.58,0.52,5.8,4.57,0,0,0,6.52
2300009A05Rik,71,77,83,57.98,57,52.99,69,71,78.81,63,52,73
Nle1,367.42,360.79,457.99,403.53,385.99,403.82,369.94,348,364,369.89,409.7,372.97
4930502E18Rik,0,0,0,0,2,1,0,1,0,0,1,1
Zfp748,606.66,595.18,484.3,548.1,606.89,552.37,642.88,602.57,600.68,617.65,562.28,556.77
Clic5,42.02,37.05,39.05,67,75.63,63.12,36.46,45.61,30.03,114.74,81.59,79.69
Ttc38,48.95,48.88,52.59,47.34,58.06,43.25,59.99,41.97,58.72,51.77,42.16,52.51
Slc39a7,2468.42,2587.66,2828.52,2606.23,2596.14,2536.97,2556.06,2585.62,2582.89,2602.46,2665.97,2564.73
Ccdc28a,40.47,46.98,25.36,48.61,38.66,26.32,65.87,51.95,54.38,30.83,31.65,47.34
Hk3,147.99,149,150.99,114,129,93,145,124.99,115.29,27,33.49,21
Laptm4a,4619.77,4458.06,4332.55,4420.11,4742.44,4478.81,4526.68,4609.01,4529.75,4720.36,4673.65,4738.93
Atp5j,2180.43,2086.63,2190.77,2142.2,1880.84,2031.53,2252.21,2174.26,2160.51,2091.03,2265.33,2112.42
Maml2,2555.38,2567.72,2549.3,2613.24,2626.48,2563.42,3079.35,3052.2,3055.64,2457.48,2417.57,2462.99
Hspb1,3,6,7,2,2,2,5,6,5,5,6,5
Sdr39u1,8.48,15.96,8.11,2.85,10.46,10.08,0,11.92,12.06,11.38,15.6,27.57
Btbd7,1603.72,1601.71,1475.21,1650.96,1729.1,1625.84,1674.34,1654.45,1695.99,1525.71,1443.95,1489.81
Kmt2d,1862.96,1925.92,2198.61,2088.47,2009.45,2103.17,2135.92,2128.01,2044.64,2035.02,2045.09,1906.15
Fam133b,889.89,856.91,745.44,830.19,827.15,860.8,839.88,819.74,882.74,882.87,829.6,766.53
Oxr1,2954.23,2974.75,2634.46,3083.68,3153.35,3178.22,2339.26,2295.16,2335.52,3201.18,2954.05,3112.7
Timm10b,517.13,478.55,602.85,521.59,443.88,448.17,511.04,489.64,511.1,511.78,486.61,476.15
Zfp280c,776.18,826.95,683.32,805.67,790.17,838.24,753.68,782.11,854.38,828.77,726.23,711.82
Slc2a5,29,19,1,10.99,1,1,4.97,3,2,10,5,2
Homez,388.99,404.97,404.22,343.9,376.41,369.58,378.66,408.64,387.38,424.56,382.97,410.07
Pop1,1393.92,1307.22,1395.18,1260.89,1275.19,1303.43,1279.31,1234.95,1222.94,1293.93,1279.52,1292.31
Fchsd2,6756.4,6669.65,6411.58,6105.54,6483.71,6477.65,8176.38,8234.13,8178.3,6659.62,6692.05,6570.93
Fubp1,6061.55,6100.17,5620.36,5750.44,5837.06,5969.46,5355.05,5411.39,5401.45,5804.04,5465.7,5534.15
Smc2,5650.91,5802.08,4868.45,5855.16,6117.33,6091.18,4752.57,4909.71,4975.48,5804.65,5151.71,5424.72
Sf3b4,2293.8,2168.92,2485.64,2162.91,2095.69,2092.13,2004.56,1926.92,1984.97,2100.11,2274.28,2376.45
Gtf2a1l,0,0,0,0,1,1,1,0,2,0,0,0
Pomt2,1450.83,1550.78,1525.53,1547.77,1599.34,1588.29,1571.23,1561.27,1547.16,1594.41,1624.97,1610.03
Ssh1,483.75,472.07,552.98,506.8,546.5,576.92,557,560.69,607.55,495.09,495.92,515.56
Drd2,2,3,2,1,4,1,3.99,2,1,2,2,5.7
Fcna,8,3,6,2,2,6,4,0,4,5,0,1
Abcg2,855.54,795.99,746.95,779.47,805.92,806.91,640.03,685.98,681.99,836.98,826.64,818.19
Trim30a,37.65,44.56,12.54,32.34,19.9,13.77,30.58,31.61,19.9,9,11.85,3
Pcbp3,711.56,736.98,810.6,662.08,687.99,688.43,711.5,722.81,691.96,673.78,790.78,811.25
Sh3bgrl3,459.49,455,528.99,426.99,401.32,399.91,464.96,449.06,457,399,397.51,415
Naprt,17,23.22,25,10.95,10,18,26,24.97,19.88,19,22.06,18
Ccser1,222.92,212.64,181.82,216.71,224.03,253.74,215.01,211.61,214.69,247.6,207.29,222.79
Etv6,939.65,849.74,938.37,959.92,989.77,935.67,910.4,885.91,851.94,932.86,888.36,873.61
LOC546061,0,0.04,0,0,0,0,0,0,0,1.69,0,0
Rfx5,855.71,864.43,920.33,764.38,783.23,807.59,1105.13,1107.68,1190.72,909.24,943.92,799.15
Kcne1l,6,7,1,2,0,2,1,1,0,2,0,0
Pcolce,16,15,17,1,8,13,15,17,22,10,21.4,15
Dnhd1,113.57,120.76,137.03,104.52,84.55,92.68,91.68,111.79,104.87,95.87,111.91,98.74
Tfcp2,528.49,601.31,566.55,493.57,562.31,507.38,678.75,630.95,637.31,606.46,563.17,555.97
Tcaf1,5359.9,5555.14,4982.63,5269.44,5259.46,5247.34,5585.72,5642.14,5537.76,5167.72,5055.55,5135.59
Gpr160,8,9,1,8,4,10.48,4,9,2,4,9,6
Trim59,2775,2759.21,2112.6,2456.3,2523.88,2444.68,2304.84,2472.7,2533.49,2481.08,2179.85,2342.79
Mrpl40,512.75,594.34,558.55,577.08,512.68,554.03,550.3,529.71,549.33,533.4,578.59,541.83
Thbs1,112.99,118.99,121.99,85.4,68.94,56.98,216.98,197.98,230.98,106,110.98,127
Aox4,9.99,7,2,8.92,0,5,4,1,6.97,9,13,10
Abcf1,3956.74,3943.85,4249.45,4163.69,4040.3,3939.64,3855.46,3775.95,3803.8,3916.18,4182.1,4070.56
Atraid,958.92,964,1015.53,985.61,953.12,924.91,1016.99,1066.92,1020.89,935.93,1050.17,1001.77
Tmeff1,1014.96,1014.57,936.71,1222.92,1132.95,1115.57,1149.57,1246.16,1210.52,1068.23,953.74,935.85
Sirpb1b,0,0,0,0,0,2,0,0,0,0,1,0
Nhlrc4,0,0,0,0,0,1,0,0,0,0,0,0
Spry1,1627.35,1619.98,1641.24,1916.55,1966.29,1969.33,1425.78,1472.06,1424.87,1702.09,1642.78,1741.21
Llgl2,2,3,8.12,1,5,7,3.95,6,3,4,2,3
Cfap58,0,0,0,0,1,0,0,0,0,1,0,0
Tcim,3,3,2,4,2,1,6,5,6,2,1,0
Begain,50.83,69.95,58,78,57.98,58.99,42,44,47.99,59,66.1,70.02
Ankrd37,12,13.98,16,9.99,16,12.99,23,7,17,10.88,9.83,14
Col25a1,7,16,8,12.99,11.99,11.98,14,11.76,16.63,8,6,6
Angpt1,26,45.99,30.86,45,22,33.31,24,18,24,30.98,25.93,39.97
Mipep,483.96,388.38,409.96,406.33,401.99,441.83,436.97,374.95,401.97,415.87,427.6,441.98
